method,case_id,scan_id,agent_group,agent_number,target_number,evaluation_status,pwgs_pair_count,empty_support_count,valid_hypothesis_snapshot_count,invalid_hypothesis_snapshot_count,episode_pwgs,in_common_support,edge_jnll_status,ungrounded_edge_candidate_count
Qwen-Thinking,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,3,0,3,0,0.6821250029811367,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,0,2,0,0.5242293086221406,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,2,0,3,0,0.7673751616844788,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,13,0,8,0,0.5616437268197262,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,11,0,5,0,0.6040587976256481,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,31,0,13,0,0.6387406193236862,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,4,0,5,0,0.8845135405912885,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,17,0,14,0,0.6289319243633398,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,36,0,29,0,0.6650650918014869,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,12,0,6,0,0.6263018787897502,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,0,2,0,0.5770533938045083,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,4,0,3,0,0.6411626486872549,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,6,0,4,0,0.655508513742717,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,0,14,0,0.6514958224425185,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,9,0,6,0,0.6655948195402897,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,9,0,5,0,0.6590007555399127,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,20,0,6,0,0.7281692527560704,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,evaluable,7,0,8,0,0.3135242100846071,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,29,0,29,0,0.2947155001806289,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,43,0,29,0,0.47903995210258965,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,52,0,29,0,0.33988310159313734,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,83,0,29,0,0.3785113293537328,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,29,0,29,0,0.40342392369544433,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,16,1,16,0,0.7494881103448799,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,14,1,14,0,0.806254883070712,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,28,1,22,0,0.8654867235684519,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,0,2,0,0.6083207314533373,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,7,0,5,0,0.503567151530062,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,8,0,6,0,0.6511213791229564,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,24,1,12,0,0.6096026413351574,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,1,0,2,0,0.6819816343406049,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,evaluable,3,0,4,0,0.7581947196296337,0,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,4,0,4,0,0.7553075631667248,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,5,0,5,0,0.3304768164004535,1,not_estimable_no_ungrounded_predictions,0
Qwen-Thinking,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,28,1,14,0,0.6314281696552098,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,1,evaluable,5,0,6,0,0.13321635965988138,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,evaluable,116,0,29,0,0.7572420847150473,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,4,evaluable,111,0,29,0,0.5317803822370939,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,8,evaluable,86,0,24,0,0.5732688716739842,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,1,evaluable,8,0,9,0,0.6182869819004907,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,evaluable,29,0,29,0,0.48805818314815436,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,4,evaluable,57,0,29,0,0.453715217668767,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,evaluable,79,0,29,0,0.5773894404865935,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,8,evaluable,81,0,29,0,0.5671527824639094,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,1,evaluable,29,0,29,0,0.48299267810320323,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,1,evaluable,4,0,5,0,0.27540326604888354,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,4,evaluable,11,0,7,0,0.6120367872488588,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,4,evaluable,26,0,18,0,0.3871093339168979,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,8,evaluable,44,0,12,0,0.5363007005693312,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,1,evaluable,2,0,3,0,0.6396416307374897,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0041,r47D5H71a5s,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,evaluable,2,0,3,0,0.7446585882804106,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,4,evaluable,3,0,3,0,0.4413420689554863,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,4,evaluable,3,0,3,0,0.5528378607577177,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,8,evaluable,14,0,7,0,0.6208411018080181,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0001,zsNo4HB9uLZ,single,1,1,evaluable,29,0,29,0,0.5669928679685551,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0002,zsNo4HB9uLZ,single,1,1,evaluable,1,0,2,0,0.2944514680431749,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,evaluable,58,0,29,0,0.5751246647562265,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,4,evaluable,72,0,29,0,0.5265543338212283,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,8,evaluable,58,0,18,0,0.5213024829801921,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,1,evaluable,22,0,23,0,0.5476634040585965,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,evaluable,44,0,29,0,0.5308286440357727,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,4,evaluable,95,0,29,0,0.44579861798674786,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,8,evaluable,92,0,29,0,0.5036630048862446,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,1,evaluable,11,0,12,0,0.29656188537715505,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,1,evaluable,11,0,12,0,0.7755777294922144,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,evaluable,116,0,29,0,0.6541829004287666,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,4,evaluable,43,0,29,0,0.5198402942385755,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,8,evaluable,125,0,29,0,0.6804798311437619,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,1,evaluable,4,0,5,0,0.3578716870478456,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,1,evaluable,3,0,4,0,0.8902141728309996,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,evaluable,17,0,14,0,0.518020232072585,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,evaluable,13,0,8,0,0.7453965411049922,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,8,evaluable,52,0,18,0,0.5728567924491733,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,8,evaluable,15,0,7,0,0.5952439071514116,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,4,evaluable,16,0,12,0,0.7491639466730518,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,evaluable,116,0,29,0,0.5787174050916902,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,1,evaluable,1,0,2,0,0.9768064222737967,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,1,evaluable,29,0,29,0,0.7083166257559277,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0016,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,evaluable,15,0,10,0,0.6649293959627234,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,8,evaluable,24,0,9,0,0.6316728326734763,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,1,evaluable,13,0,14,0,0.8466931948011485,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,1,evaluable,1,0,2,0,0.44197215839171733,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,evaluable,7,0,7,0,0.6683814288903004,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,4,evaluable,21,0,13,0,0.5747187572428268,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,8,evaluable,28,0,14,0,0.6250852374580482,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0026,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0027,JF19kD82Mey,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,4,evaluable,20,0,17,0,0.7681472027838534,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,4,evaluable,19,0,14,0,0.8158057510097851,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,8,evaluable,22,0,13,0,0.6154602482075092,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,1,evaluable,2,0,3,0,0.5215382683273285,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0032,JF19kD82Mey,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,4,evaluable,2,0,3,0,0.7221256440547419,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,1,evaluable,1,0,2,0,0.5891058842840384,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,evaluable,3,0,4,0,0.4797993147837098,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,4,evaluable,17,0,9,0,0.4949863358424519,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,4,evaluable,9,0,5,0,0.6006886530395836,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,8,evaluable,41,0,24,0,0.6291705911112544,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,1,evaluable,6,0,7,0,0.8115372487080252,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0027,RPmz2sHmrrY,multi,3,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,evaluable,36,0,24,0,0.660497195756913,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,evaluable,31,0,26,0,0.6626070551917028,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,8,evaluable,48,0,29,0,0.6270199147334907,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0031,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0032,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,4,evaluable,1,0,2,0,0.26780911177421385,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,4,evaluable,8,0,6,0,0.579611276119733,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,8,evaluable,22,0,13,0,0.6020023038559787,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,1,evaluable,13,0,14,0,0.5765002959607392,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0037,RPmz2sHmrrY,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,4,evaluable,12,0,6,0,0.5980234192225048,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,4,evaluable,9,0,5,0,0.5436759052483969,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,8,evaluable,40,0,16,0,0.6442612569262868,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0001,17DRP5sb8fy,single,1,1,evaluable,9,0,10,0,0.37983356074535624,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,1,evaluable,29,0,29,0,0.3179785600365498,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,4,evaluable,43,0,29,0,0.515838617707606,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,4,evaluable,47,0,29,0,0.30514272510289814,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,8,evaluable,90,0,29,0,0.482470698506311,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,evaluable,29,0,29,0,0.29732063731093694,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,4,evaluable,80,4,21,0,0.4602032825077466,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,4,evaluable,16,1,16,0,0.8070648410455045,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,8,evaluable,27,1,18,0,0.8195028754735993,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,1,evaluable,1,0,2,0,0.5583088352364156,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0037,17DRP5sb8fy,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,evaluable,8,0,5,0,0.5505296370030833,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,evaluable,14,0,12,0,0.6954291520261714,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,8,evaluable,22,1,13,0,0.6282418727259241,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,1,evaluable,1,0,2,0,0.6164980030045673,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,1,evaluable,1,0,2,0,0.6322124872226648,0,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,4,evaluable,2,0,2,0,0.6443102913121055,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,evaluable,16,0,13,0,0.5202994194369207,1,not_estimable_no_ungrounded_predictions,0
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,8,evaluable,22,1,10,0,0.6400180877023757,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,1,evaluable,17,0,18,0,0.1251882460190273,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,evaluable,78,0,29,0,0.7076920154060884,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,4,evaluable,64,0,25,0,0.5160423245301826,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,8,evaluable,90,0,12,0,0.5803478266989883,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,1,evaluable,3,0,4,0,0.6323567590587781,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,evaluable,11,0,12,0,0.2996163402720286,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,4,evaluable,116,0,29,0,0.5029922520682983,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,evaluable,22,0,15,0,0.5904375098087522,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,8,evaluable,217,0,29,0,0.5219028235678591,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,1,evaluable,3,0,4,0,0.2485887979504071,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,1,evaluable,3,0,4,0,0.42686603819422714,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,4,evaluable,24,0,22,0,0.6176229980337257,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,4,evaluable,22,0,18,0,0.32746807947024065,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,8,evaluable,63,0,16,0,0.5382645743287152,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,1,evaluable,1,0,2,0,0.6064093887038811,1,not_estimable_no_ungrounded_predictions,0
Gemma-Instant,r47D5H71a5s_case_0041,r47D5H71a5s,multi,5,1,not_applicable_no_target_hypothesis,0,0,1,0,,0,not_estimable_no_ungrounded_predictions,0
