method,case_id,scan_id,agent_group,target_id,score_status,eligible_viewpoint_count,probability_sum,initial_pwgs
GPT-Medium,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,2,scored,3,1.0,0.5419734130882308
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,2,scored,3,1.0,0.5062856903517841
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,2,scored,3,0.9999999999999999,0.41713593873062993
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,2,scored,3,1.0,0.5103264876611073
GPT-Medium,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,5,scored,3,1.0,0.6599462119491065
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,5,scored,3,0.9999999999999999,0.5920549872212191
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,5,scored,3,1.0,0.5181938049707018
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,5,scored,3,1.0,0.5956115577075337
GPT-Medium,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,7,scored,3,1.0,0.32796301258776706
Qwen-Thinking,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,7,scored,3,1.0,0.38143081885683117
Qwen-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,7,scored,3,1.0,0.410595163807538
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,7,scored,3,1.0,0.4459740296142113
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,0,scored,3,0.9999999999999999,0.759882338639827
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,0,scored,3,1.0,0.7822313606367042
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,0,scored,3,1.0,0.7822313606367042
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,0,scored,3,1.0,0.7337033331036686
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,2,scored,3,1.0,0.6488608604727378
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,2,scored,3,1.0,0.5664125722687947
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,2,scored,3,1.0,0.5664125722687947
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,2,scored,3,1.0,0.7044312749686905
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,3,scored,3,0.9999999999999999,0.8476229776858546
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,3,scored,3,0.9999999999999999,0.8386321474199785
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,3,scored,3,1.0,0.8479546929144404
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,3,scored,3,1.0,0.8806972917242575
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,4,scored,3,0.9999999999999999,0.15775550838790608
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,4,scored,3,1.0,0.11038740824547844
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,4,scored,3,1.0,0.11038740824547844
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,4,scored,3,1.0,0.11038740824547844
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,5,scored,3,1.0,0.4295895080245784
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,5,scored,3,1.0,0.29467267941754227
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,5,scored,3,1.0,0.29467267941754227
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,5,scored,3,1.0,0.4560123799900253
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,6,scored,3,0.9999999999999999,0.24156960247890047
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,6,scored,3,1.0,0.15795270492915914
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,6,scored,3,1.0,0.15795270492915914
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,6,scored,3,1.0,0.08446852367027924
GPT-Medium,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,7,scored,3,1.0,0.6585973917656667
Qwen-Thinking,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,7,scored,3,1.0,0.5836338252469091
Qwen-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,7,scored,3,1.0,0.5836338252469091
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,7,scored,3,1.0,0.6900456794476759
GPT-Medium,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,0,scored,2,1.0,0.7892619952286108
Qwen-Thinking,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,0,scored,2,1.0,0.6679644723877469
Qwen-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,0,scored,2,1.0,0.6622624520832618
Gemma-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,0,scored,2,1.0,0.67822810893582
GPT-Medium,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,scored,3,1.0,0.8680646539829266
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,scored,3,1.0,0.7759026940262445
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,scored,3,1.0,0.8146704683723737
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,scored,3,1.0,0.8674549330573367
GPT-Medium,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,4,scored,3,1.0,0.670679851400123
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,4,scored,3,1.0,0.6212459333932487
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,4,scored,3,1.0000000000000002,0.4188920287607756
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,4,scored,3,1.0,0.6260158708163521
GPT-Medium,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,6,scored,3,1.0,0.7485279670915012
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,6,scored,3,1.0,0.5574523965388096
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,6,scored,3,1.0,0.5268475277862252
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,6,scored,3,1.0,0.6492670027965628
GPT-Medium,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,7,scored,3,1.0,0.7207034386253446
Qwen-Thinking,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,7,scored,3,1.0,0.7758293805580491
Qwen-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,7,scored,3,1.0,0.7688730327840916
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,7,scored,3,1.0,0.8185331495410687
GPT-Medium,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,3,scored,3,1.0,0.21637587430727356
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,3,scored,3,1.0,0.24270344435613356
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,3,scored,3,1.0,0.2627394460897359
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,3,scored,3,1.0,0.1870337361611194
GPT-Medium,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,5,scored,3,1.0,0.30600328612761496
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,5,scored,3,1.0,0.2758713287528798
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,5,scored,3,1.0,0.27587132875287956
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,5,scored,3,1.0,0.2758713287528798
GPT-Medium,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,6,scored,3,1.0,0.5645865301962407
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,6,scored,3,1.0,0.6118916511965984
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,6,scored,3,1.0,0.6118916511965982
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,6,scored,3,1.0,0.6118916511965984
GPT-Medium,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,7,scored,3,1.0,0.20963993266262437
Qwen-Thinking,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,7,scored,3,0.9999999999999999,0.1267630347981893
Qwen-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,7,scored,3,1.0,0.2612785169754209
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,7,scored,3,1.0000000000000002,0.17390315518764088
GPT-Medium,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,0,scored,2,1.0,0.29213807057949126
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,0,scored,2,1.0,0.3424215941863664
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,0,scored,2,1.0,0.43041776049839786
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,0,scored,2,1.0,0.3424215941863664
GPT-Medium,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,scored,2,1.0,0.3237684870734432
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,scored,2,1.0,0.301622345329962
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,scored,2,1.0,0.301622345329962
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,scored,2,1.0,0.301622345329962
GPT-Medium,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,2,scored,2,1.0,0.5633543609852658
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,2,scored,2,1.0,0.5056425223754254
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,2,scored,2,0.9999999999999999,0.5507298962893632
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,2,scored,2,1.0,0.5571709497056401
GPT-Medium,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,5,scored,2,1.0,0.6685893578827555
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,5,scored,2,1.0,0.591080857600524
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,5,scored,2,1.0,0.6767277504123899
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,5,scored,2,1.0,0.6613552311897473
GPT-Medium,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,6,scored,2,1.0,0.7337198294072002
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,6,scored,2,1.0,0.892139677734562
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,6,scored,2,1.0,0.9797761895752304
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,6,scored,2,1.0,0.7842793554691242
GPT-Medium,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,7,scored,2,1.0,0.4520711691107401
Qwen-Thinking,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,7,scored,2,1.0,0.5448937460624287
Qwen-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,7,scored,2,1.0,0.5589677686279537
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,7,scored,2,1.0,0.46572736913135093
GPT-Medium,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,6,scored,3,1.0,0.28338733883014466
Qwen-Thinking,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,6,scored,3,0.9999999999999999,0.21305586539727117
Qwen-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,6,scored,3,1.0,0.25250865133249056
Gemma-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,6,scored,3,1.0,0.25250865133249056
GPT-Medium,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,7,scored,1,1.0,0.6373812503604521
Qwen-Thinking,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,7,scored,1,1.0,0.6373812503604521
Qwen-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,7,scored,1,1.0,0.6373812503604521
Gemma-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,7,scored,1,1.0,0.6373812503604521
GPT-Medium,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,0,scored,2,1.0,0.7536658375641573
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,0,scored,2,1.0,0.7321122008132038
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,0,scored,2,1.0,0.7620478074117503
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,0,scored,2,1.0,0.7321122008132038
GPT-Medium,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,4,scored,2,1.0,0.5877160195591034
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,4,scored,2,1.0,0.508054752937899
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,4,scored,2,1.0,0.508054752937899
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,4,scored,2,1.0,0.508054752937899
GPT-Medium,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,6,scored,2,0.9999999999999999,0.3182571138732804
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,6,scored,2,1.0,0.4359497311315518
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,6,scored,2,1.0,0.4359497311315518
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,6,scored,2,1.0,0.4359497311315518
GPT-Medium,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,7,scored,2,1.0,1.0
Qwen-Thinking,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,7,scored,2,1.0,1.0
Qwen-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,7,scored,2,1.0,1.0
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,7,scored,2,1.0,1.0
GPT-Medium,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,0,scored,3,1.0,0.7450177889950617
Qwen-Thinking,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,0,scored,3,1.0,0.8287864288239708
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,0,scored,3,1.0,0.8287864288239708
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,0,scored,3,1.0,0.8378362791126811
GPT-Medium,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,6,scored,3,1.0,0.22959636610663725
Qwen-Thinking,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,6,scored,3,1.0,0.18958837703219156
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,6,scored,3,1.0,0.18958837703219156
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,6,scored,3,1.0,0.20329222762716181
GPT-Medium,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,7,scored,3,1.0,0.7032820143695957
Qwen-Thinking,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,7,scored,3,1.0,0.646493763793512
Qwen-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,7,scored,3,1.0,0.646493763793512
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,7,scored,3,0.9999999999999998,0.6399906391977186
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,0,scored,2,1.0,0.8633467717738714
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,0,scored,2,1.0,0.8683288641806494
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,0,scored,2,1.0,0.8683288641806494
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,0,scored,2,1.0,0.882537053637016
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,scored,2,1.0,0.7478405330441106
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,scored,2,1.0,0.7285602129949633
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,scored,2,1.0,0.7285602129949633
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,scored,2,1.0,0.7410755084654624
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,2,scored,2,1.0000000000000002,0.9883678649465509
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,2,scored,2,1.0,0.9856675478805718
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,2,scored,2,1.0,0.9426701915222868
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,2,scored,2,1.0,0.9617801276815245
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,4,scored,2,0.9999999999999999,0.4242686951530794
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,4,scored,2,1.0,0.45278111351826744
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,4,scored,2,1.0,0.45278111351826744
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,4,scored,2,1.0,0.4715456965449297
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,5,scored,2,1.0,0.7258484600845251
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,5,scored,2,1.0,0.6696992350774825
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,5,scored,2,1.0,0.6696992350774825
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,5,scored,2,1.0,0.692038174058779
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,6,scored,2,0.9999999999999999,0.5544627623431044
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,6,scored,2,1.0,0.5652492237631124
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,6,scored,2,1.0,0.5191457999517874
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,6,scored,2,1.0,0.5406607310637391
GPT-Medium,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,7,scored,2,0.9999999999999999,0.8404495394641947
Qwen-Thinking,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,7,scored,2,1.0,0.8667535164330542
Qwen-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,7,scored,2,1.0,0.8667535164330542
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,7,scored,2,1.0,0.9048169183997571
GPT-Medium,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,5,scored,9,0.9999999999999999,0.47710978157851214
Qwen-Thinking,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,5,scored,9,0.9999999999999998,0.4358784901803331
Qwen-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,5,scored,9,1.0,0.26914900202504843
Gemma-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,5,scored,9,1.0000000000000002,0.29379224114361435
GPT-Medium,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,4,scored,5,1.0000000000000002,0.9693688332335404
Qwen-Thinking,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,4,scored,5,0.9999999999999998,0.8594080833214945
Qwen-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,4,scored,5,0.9999999999999999,0.7604873397660608
Gemma-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,4,scored,5,0.9999999999999999,0.8529679723075616
GPT-Medium,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,0,scored,7,1.0,0.644142311089021
Qwen-Thinking,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,0,scored,7,1.0,0.4961650238009102
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,0,scored,7,1.0000000000000002,0.5248015591314035
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,0,scored,7,1.0,0.5264429891844258
GPT-Medium,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,2,scored,7,0.9999999999999999,0.5178621130095329
Qwen-Thinking,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,2,scored,7,1.0,0.5529763158664781
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,2,scored,7,1.0000000000000002,0.5761543024504944
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,2,scored,7,0.9999999999999998,0.5761543024504945
GPT-Medium,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,4,scored,7,0.9999999999999999,0.8638852893555946
Qwen-Thinking,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,4,scored,7,1.0,0.8714062143509274
Qwen-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,4,scored,7,1.0,0.7954522018127229
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,4,scored,7,0.9999999999999998,0.8114439778882542
GPT-Medium,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,4,scored,5,1.0000000000000002,0.9425772251670442
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,4,scored,5,0.9999999999999998,0.8755820966152248
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,4,scored,5,1.0,0.8258149352613147
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,4,scored,5,1.0,0.8331814683920128
GPT-Medium,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,5,scored,5,1.0,0.4404965180519178
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,5,scored,5,1.0,0.36558176256821295
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,5,scored,5,1.0,0.36558176256821295
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,5,scored,5,1.0000000000000002,0.38854428437851374
GPT-Medium,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,7,scored,5,0.9999999999999999,0.45311581747337115
Qwen-Thinking,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,7,scored,5,1.0,0.4102446915771709
Qwen-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,7,scored,5,1.0,0.4102446915771709
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,7,scored,5,1.0000000000000002,0.43244995626231697
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,0,scored,4,1.0,0.6496725340784675
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,0,scored,4,1.0,0.35252328940293054
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,0,scored,4,0.9999999999999999,0.3133313116101275
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,0,scored,4,1.0,0.35252328940293054
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,1,scored,4,1.0,0.6748102530957434
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,1,scored,4,1.0,0.5456161839373542
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,1,scored,4,1.0,0.3002978445731559
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,1,scored,4,1.0,0.5456161839373542
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,2,scored,4,1.0000000000000002,0.37431292814606476
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,2,scored,4,1.0,0.39753360661537074
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,2,scored,4,1.0,0.3194423464108287
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,2,scored,4,1.0,0.3562022390992815
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,scored,4,0.9999999999999999,0.6886553394707391
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,scored,4,1.0,0.4114138441323161
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,scored,4,1.0,0.4114138441323161
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,scored,4,1.0,0.4357876755167065
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,4,scored,4,1.0,0.9811602415190821
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,4,scored,4,1.0,0.8054339866688419
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,4,scored,4,1.0,0.8702893244458947
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,4,scored,4,1.0,0.6108679733376841
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,5,scored,4,1.0,0.45176281324062595
Qwen-Thinking,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,5,scored,4,1.0,0.4058415603492532
Qwen-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,5,scored,4,1.0,0.34016817676906874
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,5,scored,4,1.0,0.30832622726848824
GPT-Medium,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,7,scored,4,0.9999999999999999,0.47480663390111644
